;treffen bewegung seite;theater bühne rolle;könig zimmer jung;thl gr kirche;lassen weise mensch;blatt verfasser abendblatt;hiesig finden haus;blatt armee nachricht;könig majestät krankheit;bild kunst künstler;brief stadt richtung;kind jung frau;wissenschaft geist staat;staat nation gesetz;sprechen halten pferd
10_24_3_Miscellen_27.10.1810;0.0060606061;0.0060606061;0.0060606061;0.0060606061;0.0060606061;0.1878787879;0.24848484850000002;0.4303030303;0.0060606061;0.0060606061;0.0060606061;0.0060606061;0.0060606061;0.0060606061;0.0666666667
10_24_4_Polizeiliche_Tages-Mittheilungen_27.10.1810;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.5771428571;0.0057142857;0.0057142857;0.0628571429;0.0628571429;0.2342857143;0.0057142857;0.0057142857;0.0057142857
10_24_5_Anzeige_Hitzig_27.10.1810;0.008;0.008;0.008;0.728;0.008;0.008;0.008;0.008;0.008;0.008;0.168;0.008;0.008;0.008;0.008
10_06_5_Anzeige_Hitzig_v._6.10.1810;0.0086956522;0.0086956522;0.0086956522;0.44347826090000003;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.44347826090000003;0.0086956522;0.0086956522
10_07_1_Kunst-Ausstellung._Fortsetzung.;0.0011299435;0.012429378500000001;0.023728813600000002;0.0011299435;0.31751412430000003;0.012429378500000001;0.0011299435;0.0011299435;0.012429378500000001;0.5096045198;0.0011299435;0.0802259887;0.023728813600000002;0.0011299435;0.0011299435
10_07_2_Ueber_die_wissenschaftlichen_Deputationen.;0.001183432;0.060355029600000006;0.001183432;0.001183432;0.1550295858;0.024852071;0.001183432;0.001183432;0.2023668639;0.001183432;0.0366863905;0.001183432;0.3798816568;0.1313609467;0.001183432
10_07_3_Polizei-Ereignis_v._7._Oct.;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.24444444440000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.4666666667;0.022222222200000002;0.022222222200000002
10_07_4_Etwas_ueber_den_Delinquenten_Schwarz_und_die_Mordbrenner-Band;0.0012738854000000001;0.1668789809;0.0012738854000000001;0.0140127389;0.2305732484;0.0777070064;0.3324840764;0.0012738854000000001;0.0012738854000000001;0.0012738854000000001;0.0140127389;0.039490445900000004;0.0012738854000000001;0.039490445900000004;0.0777070064
10_08_1_Kunst-Ausstellung._Forts.;0.1102040816;0.0013605442;0.0013605442;0.0013605442;0.0965986395;0.0013605442;0.0013605442;0.0829931973;0.0013605442;0.5591836735;0.0829931973;0.0557823129;0.0013605442;0.0013605442;0.0013605442
10_08_2_Betrachtungen_ue._d._Weltlauf;0.0021978022;0.0021978022;0.0021978022;0.0021978022;0.6835164835;0.0021978022;0.0021978022;0.0021978022;0.0241758242;0.0021978022;0.2;0.0021978022;0.0681318681;0.0021978022;0.0021978022
10_08_3_Polizeiliche_Tages-Mittheilungen._9.10.1810;0.0024096386;0.0024096386;0.0265060241;0.0265060241;0.0746987952;0.0265060241;0.3397590361;0.0265060241;0.0024096386;0.0024096386;0.0024096386;0.0024096386;0.0024096386;0.0024096386;0.4602409639
10_08_4_Stadt-Geruecht.;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.16923076920000002;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.3230769231;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.3230769231
10_08_5_Anzeige_Hitzig_v._9.10.1810;0.0086956522;0.0086956522;0.0086956522;0.8782608696;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522
10_08_6_Druckfehler-Korrektur;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.6888888889;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002
10_09_1_Kunst-Ausstellung.;0.0015267176000000001;0.0320610687;0.0778625954;0.0015267176000000001;0.1847328244;0.0015267176000000001;0.0015267176000000001;0.0015267176000000001;0.0015267176000000001;0.5664122137000001;0.016793893100000002;0.1083969466;0.0015267176000000001;0.0015267176000000001;0.0015267176000000001
10_09_2_Muthwille_des_Himmels.;0.0818791946;0.0013422819;0.0013422819;0.0013422819;0.0818791946;0.0147651007;0.0147651007;0.0684563758;0.0013422819;0.0416107383;0.0013422819;0.2832214765;0.0013422819;0.0013422819;0.4040268456
10_09_3_Anzeige.;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.2952380952;0.4857142857;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.1047619048;0.009523809500000001;0.009523809500000001
10_09_4_Polizeiliche_Tages-Mittheilungen._10.10.1810;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.8352941176;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.0117647059
10_09_5_Anzeige_Hitzig_v._10.10.1810;0.088;0.008;0.008;0.728;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.088;0.008;0.008
10_09_6_Druckfehler.;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.1047619048;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.6761904762000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.1047619048
10_10_1_Bettelweib_von_Locarno_BA-Fassung;0.0050113895;0.0004555809;0.4924829157;0.0004555809;0.223690205;0.0004555809;0.041457858800000004;0.0004555809;0.0004555809;0.0004555809;0.0369020501;0.1644646925;0.0004555809;0.0004555809;0.032346241500000004
